rank,year,duration,age_limit,rating,numberof_ratings,Metascore,storyline,movie_name,processed_storyline
590,2007,1h 53m,15,7.9,(63K),97.0,A woman assists her friend in arranging an illegal abortion in 1980s Romania.," 4 Months, 3 Weeks and 2 Days",a woman assists her friend in arranging an illegal abortion in s romania
591,1946,1h 36m,PG,7.9,(28K),92.0,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.", La Belle et la B̻te,a beautiful young woman takes her fathers place as the prisoner of a mysterious beast who wishes to marry her
592,1939,1h 50m,PG,7.9,(31K),99.0,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.", The Rules of the Game,a bourgeois life in france at the onset of world war ii as the rich and their poor servants meet up at a french chateau
593,2009,2h 24m,15,7.9,(32K),,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?", Dev,after breaking up with his childhood sweetheart a young man finds solace in drugs meanwhile a teenage girl is caught in the world of prostitution will they be destroyed or will they find redemption
594,1961,1h 30m,X,7.9,(28K),84.0,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.", Through a Glass Darkly,recently released from a mental hospital karin rejoins her emotionally disconnected family in their island home only to slip from reality as she begins to believe she is being visited by god
595,2007,2h 18m,PG,7.9,(59K),,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman., Jab We Met,a depressed wealthy businessman finds his life changing after he meets a spunky and carefree young woman
596,2018,2h 4m,12A,7.9,(38K),,A man is embarrassed when he finds out his mother is pregnant., Badhaai Ho,a man is embarrassed when he finds out his mother is pregnant
597,2016,2h 10m,12A,7.9,(59K),,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.", Airlift,when iraq invades kuwait in august a callous indian businessman becomes the spokesperson for more than stranded countrymen
598,2019,2h 34m,12A,7.9,(37K),,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna., Super 30,based on the life of patnabased mathematician anand kumar who runs the famed super program for iit aspirants in patna
599,2015,2h 39m,15,7.9,(61K),,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.", Baby,an elite counterintelligence unit learns of a plot masterminded by a maniacal madman with the clock ticking its up to them to track the terrorists international tentacles and prevent them from striking at the heart of india
600,2018,2h 20m,12A,7.9,(29K),,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.", Padman,upon realizing the extent to which women are affected by their menses a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural india
601,2024,2h 28m,15,7.8,(85K),79.0,The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max., Furiosa: A Mad Max Saga,the origin story of renegade warrior furiosa before her encounter and teamup with mad max
602,2023,2h 4m,12A,7.8,(119K),81.0,"Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.", Godzilla Minus One,postwar japan is at its lowest point when a new crisis emerges in the form of a giant monster baptized in the horrific power of the atomic bomb
603,2019,1h 53m,18,7.8,(407K),51.0,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.", The Gentlemen,an american expat tries to sell off his highly profitable marijuana empire in london triggering plots schemes bribery and blackmail in an attempt to steal his domain out from under him
604,1985,1h 37m,15,7.8,(439K),66.0,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought., The Breakfast Club,five high school students meet in saturday detention and discover how they have a great deal more in common than they thought
605,2005,2h 9m,U,7.8,(333K),82.0,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?", Pride & Prejudice,sparks fly when spirited elizabeth bennet meets single rich and proud mr darcy but mr darcy reluctantly finds himself falling in love with a woman beneath his class can each overcome their own pride and prejudice
606,2022,2h 56m,15,7.8,(795K),72.0,"When a sadistic serial killer begins murdering key political figures in Gotham, The Batman is forced to investigate the city's hidden corruption and question his family's involvement.", The Batman,when a sadistic serial killer begins murdering key political figures in gotham the batman is forced to investigate the citys hidden corruption and question his familys involvement
607,1989,1h 43m,15,7.8,(80K),97.0,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.", My Left Foot,christy brown born with cerebral palsy learns to paint and write with his only controllable limb his left foot
608,1979,1h 36m,AA,7.8,(148K),83.0,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress., Manhattan,the life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friends mistress
609,1986,1h 43m,15,7.8,(389K),61.0,"A popular high school student, admired by his peers, decides to take a day off from school and goes to extreme lengths to pull it off, to the chagrin of his Dean, who'll do anything to stop him.", Ferris Bueller's Day Off,a popular high school student admired by his peers decides to take a day off from school and goes to extreme lengths to pull it off to the chagrin of his dean wholl do anything to stop him
610,1984,1h 45m,PG,7.8,(453K),71.0,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.", Ghostbusters,three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in new york city attracting frightened yet skeptical customers
